CENSUS_YEAR,WARD,DWELLING_TYPE,DWELLING_TYPE_CODE,DWELLING_TYPE_DESCRIPTION,DWELLING_CNT,RESIDENT_CNT,OCPD_DWELLING_CNT,VACANT_DWELLING_CNT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT
2010,8,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",2271,4180,2039,134,1017,6,21,61,10
2010,8,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,2130,2461,1580,290,85,29,1,216,14
2000,6,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,13988,38803,13506,172,12367,11,242,2,
2010,8,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",14,113,11,0,1,1,1,1,0
2010,8,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,85,89,57,11,6,3,2,2,10
2010,8,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",17,44,10,2,0,0,0,5,0
2010,8,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",11,615,7,0,0,1,0,0,3
2010,8,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",2,63,2,0,1,0,0,0,0
2010,8,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,23,427,14,7,0,0,0,1,1
2010,9,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,17819,41852,17037,512,13795,117,66,33,54
2010,9,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2743,6417,2546,145,1404,9,30,11,2
2010,9,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,33,51,24,6,5,0,3,0,0
2010,9,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,8399,11890,7553,511,2245,37,245,16,37
2010,9,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",3222,6527,3040,122,1944,10,4,35,11
2010,9,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,475,718,415,28,388,0,0,31,1
2010,9,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,2440,2724,1772,369,97,41,3,246,9
2010,9,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",4,26,3,1,0,0,0,0,0
2010,9,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,73,90,52,6,8,0,0,1,14
2010,9,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",19,70,18,1,5,0,0,0,0
2010,9,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",10,1330,9,0,0,0,0,1,0
2010,9,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",2,50,2,0,0,0,0,0,0
2010,9,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,17,558,10,5,0,0,0,2,0
2010,10,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,15797,45225,15244,457,12177,52,8,27,9
2010,10,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2533,6821,2356,160,1144,6,1,6,4
2010,10,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,53,92,42,6,6,0,5,0,0
2010,10,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,3143,5025,2831,305,808,3,0,0,4
2010,10,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",4131,10626,3764,332,1552,32,1,0,2
2010,10,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,1038,1965,993,42,867,0,0,3,0
2010,10,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,2486,3257,1716,415,147,24,0,329,2
2010,10,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,20,26,18,2,7,0,0,0,0
2010,10,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",6,16,6,0,1,0,0,0,0
2010,10,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",2,305,2,0,0,0,0,0,0
2010,10,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",3,52,3,0,0,0,0,0,0
2010,10,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,4,36,3,1,1,0,0,0,0
2010,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,17786,45842,17188,358,15411,118,79,31,12
2010,11,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2691,5836,2536,100,1537,13,36,6,0
2010,11,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,238,410,229,9,35,0,0,0,0
2010,11,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,9519,13006,8430,558,2762,137,338,29,27
2010,11,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",5052,10255,4839,181,3210,13,13,2,4
2010,11,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,754,947,583,117,27,8,2,41,3
2010,11,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",1,5,1,0,0,0,0,0,0
2010,11,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,16,14,11,3,0,0,0,0,2
2010,11,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",12,33,10,2,4,0,0,0,0
2010,11,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",12,1430,12,0,0,0,0,0,0
2010,11,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,6,40,5,1,0,0,0,0,0
2010,12,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,20756,58687,19368,321,17995,16,941,14,96
2010,12,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1229,2253,1014,16,879,0,185,1,13
2010,12,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,13,34,13,0,5,0,0,0,0
2010,12,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,1446,2252,1349,70,994,0,19,0,8
2010,12,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",2046,3805,1876,67,1397,1,85,4,13
2010,12,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,6,9,4,2,2,0,0,0,0
